,text,labels
933,Sekkura is a qualified chef. //n Sekkura is a qualified dough puncher.,1
934,There is some milk in the fridge. //n There is some chocolate milk in the fridge.,1
935,There is some milk in the fridge. //n There is some goat milk in the fridge.,1
936,There is some goat milk in the fridge. //n There is some milk in the fridge.,0
937,A dog chased a cat. //n A dog chased a dog.,1
938,He sang some old songs. //n He sang some old country songs.,1
939,He sang some old country songs. //n He sang some old songs.,0
940,He sang some old songs. //n He sang some old songs that remind me of you.,1
941,He sang some old songs that remind me of you. //n He sang some old songs.,0
942,My brother works in a bank. //n My brother works in a very big bank.,1
943,My brother works in a very big bank. //n My brother works in a bank.,0
944,My brother works in a bank. //n My brother works in a big company.,1
945,My brother works in a bank. //n My brother works in a huge project.,1
946,My brother works in a bank. //n My brother works in an armchair all day.,1
947,My brother works in a bank. //n My brother works in an armchair serving people.,1
948,Tom has a swiss bank account. //n Tom has a swiss bank account with no money.,1
949,Tom has a swiss bank account with no money. //n Tom has a swiss bank account.,0
950,This hospital has a lot of new equipment. //n This office has a lot of new desks.,1
951,There's a hole in this sock. //n There's a small hole in this sock.,1
952,There's a small hole in this sock. //n There's a hole in this sock.,0
953,He was sharpening a knife. //n He was sharpening a cutter.,1
954,Tom put a bunch of letters on Mary's desk. //n Tom put a little bunch of letters on Mary's desk.,1
955,Tom put a little bunch of letters on Mary's desk. //n Tom put a bunch of letters on Mary's desk.,0
956,Lucy can not use chopsticks. //n Many people can not use chopsticks.,1
957,Lucy can not use chopsticks. //n Babies can not use chopsticks.,1
958,A doctor examined mr. brown. //n A surgeon examined mr. brown.,1
959,Tom left his wife a fortune. //n Tom left his wife a fortune so she can travel.,1
960,They eat a lot of rice. //n They eat a lot of fried rice.,1
961,They eat a lot of fried rice. //n They eat a lot of rice.,0
962,They eat a lot of rice. //n They eat a lot of black rice.,1
963,They eat a lot of black rice. //n They eat a lot of rice.,0
964,Vladivostok is a city in Russia. //n Vladivostok is a city in Russia nearby golden horn bay.,1
965,Vladivostok is a city in Russia nearby golden horn bay. //n Vladivostok is a city in Russia.,0
966,I had a tooth pulled. //n I had a bad tooth pulled.,1
967,I had a bad tooth pulled. //n I had a tooth pulled.,0
968,I had a tooth pulled. //n I had a decayed tooth pulled.,1
969,I had a decayed tooth pulled. //n I had a tooth pulled.,0
970,He owns a private jet. //n He owns a private home.,1
971,He owns a private jet. //n He owns a private helicopter.,1
972,I had a cup of coffee at the coffee shop. //n I had a pitcher of coffee at the coffee shop.,1
973,I had a cup of coffee at the coffee shop. //n I had a grain of coffee at the coffee shop.,1
974,"Thursday, we will go to a swimming pool. //n Thursday, we will go to a house with a swimming pool.",1
975,"Thursday, we will go to a house with a swimming pool. //n Thursday, we will go to a swimming pool.",0
976,A lot of insects are chirping in the field. //n A lot of annoying insects are chirping in the field.,1
977,A lot of annoying insects are chirping in the field. //n A lot of insects are chirping in the field.,0
978,There are some bags in the room. //n There are some backpacks in the room.,1
979,There are some bags in the room. //n There are some big bags in the room.,1
980,There are some big bags in the room. //n There are some bags in the room.,0
981,There are some bags in the room. //n There are some containers in the room.,1
982,That guy is a bully. //n That guy is a coward and a bully.,1
983,That guy is a coward and a bully. //n That guy is a bully.,0
984,He did nothing but cry. //n He did nothing yesterday but cry.,1
985,He did nothing yasterday but cry. //n He did nothing but cry.,0
986,Today didn't go well. //n Tomorrow didn't go well.,1
987,Today didn't go well. //n Match day didn't go well.,1
988,Today didn't go well. //n Math exam didn't go well.,1
989,Today didn't go well. //n The meeting didn't go well.,1
990,All the passengers are in mortal danger. //n All the passengers are in mortal danger and fear.,1
991,All the passengers are in mortal danger and fear. //n All the passengers are in mortal danger.,0
992,All the passengers are in mortal danger. //n All the passengers are in mortal danger as long as they are in the plane.,1
993,All the passengers are in mortal danger. //n All animals are in danger of death.,1
994,All the passengers are in mortal danger. //n All the passengers are almost in danger of death.,1
995,Some important papers are missing from the files. //n Some important documents on criminal proceedings are missing from the files.,1
996,Some important documents on criminal proceedings are missing from the files. //n Some important papers are missing from the files.,0
997,Some large birds prey upon small birds and animals. //n Some large owls prey upon small birds and animals.,1
998,Some large birds hunt and prey upon small birds and animals. //n Some large birds prey upon small birds and animals.,0
999,Some large birds prey upon small birds and animals. //n Some large birds hunt and prey upon small birds and animals.,1
1000,I think that most young people prefer to listen to rock music. //n I think that most young people prefer to listen to rock music from 60s.,1
1001,I think that most young people prefer to listen to rock music from 60s. //n I think that most young people prefer to listen to rock music.,0
1002,Lucia doesn't have a brother. //n Maria doesn't have a brother.,1
1003,Lucia doesn't have a brother. //n Rose doesn't have a brother.,1
1004,Women didn't care for him. //n Familiar girls didn't care for him.,1
1005,Women didn't care for him. //n Women and men didn't care for him.,1
1006,Women and men didn't care for him. //n Women didn't care for him.,0
1007,That team has nothing but strong players. //n That team has nothing but strong workers.,1
1008,Jack made no mistakes in the math test. //n The young man made no mistakes in the math test.,1
1009,Dogs have all the good qualities of people without at the same time possessing their weaknesses. //n Dogs and cats have all the good qualities of people without at the same time possessing their weaknesses.,1
1010,Dogs and cats have all the good qualities of people without at the same time possessing their weaknesses. //n Dogs have all the good qualities of people without at the same time possessing their weaknesses.,0
1011,Dogs have all the good qualities of people without at the same time possessing their weaknesses. //n Dogs and all pets have all the good qualities of people without at the same time possessing their weaknesses.,1
1012,Dogs and all pets have all the good qualities of people without at the same time possessing their weaknesses. //n Dogs have all the good qualities of people without at the same time possessing their weaknesses.,0
1013,War is not a natural disaster like an earthquake or a tsunami. //n Extermination is not a natural disaster like an earthquake or a tsunami.,1
1014,Nothing is to be seen but water. //n Nothing is to be seen but a lot of books.,1
1015,Some boys at school make fun of me. //n Some boys at school library make fun of me.,1
1016,Some boys at school library make fun of me. //n Some boys at school make fun of me.,0
1017,Some boys at school make fun of me. //n Some boys at my French school make fun of me.,1
1018,Some boys at my French school make fun of me. //n Some boys at school make fun of me.,0
1019,Some flowers bloom in spring and others in autumn. //n Some flowers bloom in windy season and others in autumn.,1
1020,It was an afternoon truman would never forget. //n It was an afternoon summer truman would never forget.,1
1021,It was an afternoon truman would never forget. //n It was an afternoon forest truman would never forget.,1
1022,Today I can't focus on my work. //n Today i'm nervous and I can't focus on my work.,1
1023,Life is no bed of roses. //n Travel is no bed of roses.,1
1024,Life is no bed of roses. //n Friendship is no bed of roses.,1
1025,Life is no bed of roses. //n Relationships is no bed of roses.,1
1026,Speaking English isn't easy. //n Speaking with the boss isn't easy.,1
1027,"A car, you say! he can't even afford to buy a sack of onions. //n A lady inside the car, you say! he can't even afford to buy a sack of onions.",1
1028,Animals can not exist without air and water. //n Terrestrial creatures can not exist without air and water.,1
1029,Animals can not exist without air and water. //n Animals and plants can not exist without air and water.,1
1030,Animals and plants can not exist without air and water. //n Animals can not exist without air and water.,0
1031,Every town in america has a library. //n Every town in america has a bank.,1
1032,Every town in america has a library. //n Every town in america has a park.,1
1033,Almost no students get full marks in chinese classics. //n Almost no student obtains full grades for floras in chinese classics.,1
1034,Almost no students get full marks in chinese classics. //n Almost no student gets full grades for very poor performance in chinese classics.,1
1035,This semester i failed two students for plagiarism. //n This semester i failed two students for low performance.,1
1036,This semester i failed two students for plagiarism. //n This semester i failed two students for bad behavior.,1
1037,"If I go to the party, I'll take some bottles of wine. //n If I go to the party, I'll take some bottles of vintage wine.",1
1038,I want a sandwich without cheese. //n I want a piece of sushi without rice.,1
1039,I want a sandwich without cheese. //n I want a breakfast without eggs.,1
1040,Mayo is nothing but chemicals! //n Cold mayo is nothing but chemicals!,1
1041,Cold mayo is nothing but chemicals! //n Mayo is nothing but chemicals!,0
1042,That mayo is nothing but chemicals! //n That canned food is nothing but chemicals!,1
1043,Bill never argues with other people. //n Tom never argues with other people.,1
1044,Only adults may watch that film. //n Only male adults may watch that film.,1
1045,Youth comes but once in life. //n Childhood comes but once in life.,1
1046,"Every day, my brother borrows a new book from the library. //n Every day, my brother borrows a new t-shirt from me.",1
1047,I work every day but sunday. //n I work every day but on saturday and sunday.,1
1048,Every dog is a lion at home. //n Every dog is a great lion at home.,1
1049,Every dog is a great lion at home. //n Every dog is a lion at home.,0
1050,Every dog is a lion at home. //n Every dog in the house is a lion and a guard.,1
1051,Every dog is a lion and a guard at home. //n Every dog in the house is a lion at home.,0
1052,Some British schools experimented with single-sex education. //n Some British universities experimented with single-sex education.,1
1053,Some children swim in the ocean. //n Some young men swim in the ocean.,1
1054,It is no use asking a favor of that man. //n It is no use asking a favor of that cruel man.,1
1055,It is no use asking a favor of that man. //n It is no use asking a favor of that man and his company.,1
1056,Nice flowers don't yield good fruits. //n Nice big flowers don't yield good fruits.,1
1057,I had no friends in Boston. //n I had no friends in Boston or Texas.,1
1058,Love is only an invention. //n Passionate love is only an invention.,1
1059,Passionate love is only an invention. //n Love is only an invention.,0
1060,Some of my best friends are cops. //n Some of my best friends are troopers.,1
1061,Some of my best friends are cops. //n Some of my best friends are cops and lawyers.,1
1062,Some of my best friends are cops and lawyers. //n Some of my best friends are cops.,0
1063,Some of my best friends are cops. //n Some of my best friends are cops and doctors.,1
1064,Some of my best friends are cops and doctors. //n Some of my best friends are cops.,0
1065,"If the grain is bad, spice won't help. //n If the grain is bad, flavoring won't help.",1
1066,All we can do is hope. //n All we can do is hope and dream.,1
1067,Happiness has no taste without sadness. //n Teenage happiness has no taste without sadness.,1
1068,Happiness has no taste without sadness. //n Happiness in sport has no taste without sadness.,1
1069,Some teachers have a great effect on their students. //n Some teachers have a great pressure on their students.,1
1070,Some teachers have a great effect on their students. //n Some teachers have a great knowledge on their students.,1
1071,She got hepatitis no wonder she is losing so much weight. //n She got hepatitis for a long time no wonder she is losing so much weight.,1
1072,The hunter shot a fox. //n The hunter shot a deer.,1
1073,The hunter shot a fox. //n The hunter shot a bear.,1
1074,The hunter shot a fox. //n The hunter shot a rabbit.,1
1075,The hunter shot a fox. //n The hunter shot a partridge.,1
1076,The hunter shot a fox. //n The hunter shot a widgeon.,1
1077,We play soccer every saturday. //n We play basketball every saturday.,1
1078,He was wearing a mask. //n He was wearing a blind.,1
1079,He was wearing a mask. //n He was wearing a costume.,1
1080,He was wearing a mask. //n He was wearing a camouflage.,1
1081,A cherry tree grows in a garden. //n A tulip grows in a garden.,1
1082,A cherry tree grows in a garden. //n A cherry tomato grows in a garden.,1
1083,He is suffering from a cold. //n He is suffering from a chill.,1
1084,She offered me some marmalade. //n She offered me some gelatin.,1
1085,A large animal fled from the zoo. //n A large furry animal fled from the zoo.,1
1086,A large furry animal fled from the zoo. //n A large animal fled from the zoo.,0
1087,He gave me a watch. //n He gave me a clue.,1
1088,He gave me a watch. //n He gave me a ring and a watch.,1
1089,He gave me a ring and a watch. //n He gave me a watch.,0
1090,I want to buy a dozen doughnuts. //n I want to buy a dozen doughnuts to give them to my mom.,1
1091,I want to buy a dozen doughnuts to give them to my mom. //n I want to buy a dozen doughnuts.,0
1092,The spider is spinning a web. //n The spider is spinning a net on the wall of peter's room.,1
1093,The spider is spinning a web on the wall of peter's room. //n The spider is spinning a net.,0
1094,The spider is spinning a web. //n The spider is spinning a very large and well-worked network.,1
1095,The spider is spinning a very large and well-worked network. //n The spider is spinning a web.,0
1096,The spider is spinning a web. //n The spider is spinning a thick web.,1
1097,The spider is spinning a thick web. //n The spider is spinning a web.,0
1098,I am spreading mustard on a slice of bread. //n I am spreading mustard on a slice of whole wheat bread.,1
1099,I am spreading mustard on a slice of whole wheat bread. //n I am spreading mustard on a slice of bread.,0
1100,I am spreading mustard on a slice of bread. //n I am spreading mustard on a slice of ezekiel bread.,1
1101,I am spreading mustard on a slice of bread. //n I am spreading mustard on a slice of bread and butter.,1
1102,I am spreading mustard on a slice of bread and butter. //n I am spreading mustard on a slice of bread.,0
1103,Tom is dialling a number. //n Tom is dialling a local emergency number.,1
1104,Tom is dialling a local emergency number. //n Tom is dialling a number.,0
1105,Tom is dialling a number. //n Tom is dialling a police hotline number.,1
1106,Tom is dialling a police hotline number. //n Tom is dialling a number.,0
1107,He has a daughter who is pretty. //n He has a brave daughter who is pretty.,1
1108,He has a brave daughter who is pretty. //n He has a daughter who is pretty.,0
1109,A north wind is blowing. //n A north cold wind is blowing.,1
1110,A north cold wind is blowing. //n A north wind is blowing.,0
1111,Tom is a skillful carpenter. //n Tom is a skillful furniture maker.,1
1112,Tom is a skillful carpenter. //n Tom is a skillful artisan.,1
1113,Tom is a skillful carpenter. //n Tom is a skillful inventor.,1
1114,Tom is a skillful carpenter. //n Tom is a skillful professional carpenter.,1
1115,Tom is a skillful professional carpenter. //n Tom is a skillful carpenter.,0
1116,There are a lot of tools in the box. //n There are a lot of things in the box.,1
1117,There is a spoon missing. //n There is a cutlery missing.,1
1118,Tom drinks milk every morning. //n Tom drinks a glass of cold milk every morning.,1
1119,Tom drinks a glass of cold milk every morning. //n Tom drinks milk every morning.,0
1120,Tom drinks milk every morning. //n Tom drinks warmed up milk every morning.,1
1121,Tom drinks warmed up milk every morning. //n Tom drinks milk every morning.,0
1122,Tom drinks milk every morning. //n Tom drinks tea every morning.,1
1123,Tom drinks milk every morning. //n Tom drinks coffee every morning.,1
1124,We'll order a pizza. //n We'll order a pizza and a soda.,1
1125,We'll order a pizza and a soda. //n We'll order a pizza.,0
1126,Tom gave his dog a bone. //n Tom gave his dog a bone for being a good boy.,1
1127,Tom gave his dog a bone for being a good boy. //n Tom gave his dog a bone.,0
1128,Tom gave his dog a bone. //n Tom gave his dog a reward.,1
1129,Lucy can't use chopsticks. //n The young girl Lucy can’s use chopsticks.,1
1130,The young girl Lucy can't use chopsticks. //n Lucy can’s use chopsticks.,0
1131,A fierce battle took place at Monte Cassino. //n A fierce discussion took place at Monte Cassino.,1
1132,A fierce battle took place at Monte Cassino. //n A fierce battle for the best seats took place at Monte Cassino.,1
1133,A fierce battle for the best seats took place at Monte Cassino. //n A fierce battle took place at Monte Cassino.,0
1134,A fierce battle took place at Monte Cassino. //n A fierce battle for the gold medal took place at Monte Cassino.,1
1135,A fierce battle for the gold medal took place at Monte Cassino. //n A fierce battle took place at Monte Cassino.,0
1136,She is holding a red flower. //n She is holding a red and white flower.,1
1137,She is holding a red flower. //n She is holding a red scarf.,1
1138,I was in the hospital for a few days. //n I was in the hospital for a few hard days.,1
1139,I was in the hospital for a few hard days. //n I was in the hospital for a few days.,0
1140,I was in the hospital for a few days. //n I was in the hospital for a few days last month.,1
1141,I was in the hospital for a few days last month. //n I was in the hospital for a few days.,0
1142,Tom gave Mary a foot massage. //n Tom gave Mary a foot pedicure.,1
1143,Tom gave Mary a foot massage. //n Tom gave Mary a foot rubbing.,1
1144,Tom gave Mary a foot massage. //n Tom gave Mary a foot warming massage.,1
1145,Tom gave Mary a foot warming massage. //n Tom gave Mary a foot massage.,0
1146,He added a little sugar to the coffee. //n He added a little saccharin to the coffee.,1
1147,Miss Klein gives a test every friday. //n Miss Klein gives a physics test every friday.,1
1148,Miss Klein gives a physics test every friday. //n Miss Klein gives a test every friday.,0
1149,She is anything but a singer. //n She is anything but a soprano singer.,1
1150,She is anything but a soprano singer. //n She is anything but a singer.,0
1151,She is anything but a singer. //n She is anything but a famous singer.,1
1152,She is anything but a famous singer. //n She is anything but a singer.,0
1153,Susan made a dress for Jill. //n Susan made a dress for Jill for her wedding.,1
1154,Susan made a dress for Jill for her wedding. //n Susan made a dress for Jill.,0
1155,Susan made a dress for Jill. //n Susan made a dress for Jill to premiere on the day of her friend's wedding.,1
1156,Susan made a dress for Jill to premiere on the day of her friend's wedding. //n Susan made a dress for Jill.,0
1157,Susan made a dress for Jill. //n Susan made a dress for Jill for her friend's wedding.,1
1158,Susan made a dress for Jill for her friend's wedding. //n Susan made a dress for Jill.,0
1159,It's a pity she couldn't come. //n It's an infliction she couldn't come.,1
1160,It's a pity she couldn't come. //n It's a pity but she is too busy so she couldn't come.,1
1161,It's a pity she couldn't come. //n It's a pity but I heard she met an accident so she couldn't come.,1
1162,That dog doesn't bite. //n That funny and silly dog doesn't bite.,1
1163,That dog doesn't bite. //n That girl doesn't bite.,1
1164,That dog doesn't bite. //n That cat doesn't bite.,1
1165,Roosters can crow but it's the hens who lay the eggs. //n Horses can crow but it's the hens who lay the eggs.,1
1166,A U.S. soldier was sentenced to 90 years in jail. //n A U.S. soldier was sentenced to 90 years in imprisonment.,1
1167,A U.S. soldier was sentenced to 90 years in jail. //n A U.S. soldier was sentenced to 90 years in the colonies.,1
1168,A dolphin is a mammal. //n A whale is a mammal.,1
1169,A dolphin is a mammal. //n A dolphin and whale is a mammal.,1
1170,A dolphin and whale is a mammal. //n A dolphin is a mammal.,0
1171,There are some boys in the park. //n There are some guys buying ice cream in the park.,1
1172,There are some boys buying ice cream in the park. //n There are some guys in the park.,0
1173,The hunter shot at a deer. //n The hunter shot a deer but missed.,1
1174,The hunter shot at a deer but missed. //n The hunter shot a deer.,0
1175,The hunter shot at a deer. //n The hunter shot at a medium size deer.,1
1176,The hunter shot at a medium size deer. //n The hunter shot at a deer.,0
1177,Tom has a few friends in Boston. //n Tom has a few sick friends in Boston.,1
1178,Tom has a few sick friends in Boston. //n Tom has a few friends in Boston.,0
1179,Mary needs a dozen eggs. //n Mary needs a half dozen eggs.,1
1180,Mary needs a dozen eggs. //n Mary needs a cup of sugar and six eggs.,1
1181,Mary needs a dozen eggs. //n Mary needs a piece of bacon and two eggs.,1
1182,Mary needs a dozen eggs. //n Mary needs a little butter and a couple of eggs.,1
1183,A fallen tree blocked the way. //n A fallen stump blocked the way.,1
1184,A fallen tree blocked the way. //n A fallen dry tree blocked the way.,1
1185,A fallen dry tree blocked the way. //n A fallen tree blocked the way.,0
1186,A fallen tree blocked the way. //n A fallen cargo of coal blocked the way.,1
1187,The city is on a plain. //n The city is on a irregular plain.,1
1188,The city is on a irregular plain. //n The city is on a plain.,0
1189,The city is on a plain. //n The city is on a rocky plain.,1
1190,The city is on a rocky plain. //n The city is on a plain.,0
1191,The city is on a plain. //n The city is on a pitomoy plain.,1
1192,The city is on a pitomoy plain. //n The city is on a plain.,0
1193,I do a training at ford. //n I do a game at ford.,1
1194,I do a training at ford. //n I do a show at ford.,1
1195,I do a training at ford. //n I do a mechanical training at ford.,1
1196,I do a mechanical training at ford. //n I do a training at ford.,0
1197,I do a training at ford. //n I do a boring training at ford.,1
1198,I do a boring training at ford. //n I do a training at ford.,0
1199,There was a tape recorder on the table. //n There was an apparatus mobile record voices on the table.,1
1200,There was a tape recorder on the table. //n There was a handheld tape recorder on the table.,1
1201,There was a handheld tape recorder on the table. //n There was a tape recorder on the table.,0
1202,The company spends a lot of money on advertising. //n The company spends a lot of money on internet advertising.,1
1203,The company spends a lot of money on internet advertising. //n The company spends a lot of money on advertising.,0
1204,An empathetic girl can empathize with a friend's feelings. //n An empathetic little girl can empathize with a friend's feelings.,1
1205,An empathetic little girl can empathize with a friend's feelings. //n An empathetic girl can empathize with a friend's feelings.,0
1206,Tom gave some milk to the cat. //n Tom gave some milk and water to the cat.,1
1207,Tom gave some milk and water to the cat. //n Tom gave some milk to the cat.,0
1208,Tom gave some milk to the cat. //n Tom gave some water to the cat.,1
1209,He is a formidable opponent. //n He is a formidable warrior.,1
1210,He is a formidable opponent. //n He is a formidable hunter.,1
1211,He is a formidable opponent. //n He is a formidable pet.,1
1212,He is a formidable opponent. //n He is a formidable person.,1
1213,"All of a sudden, i felt a sharp pain in my stomach. //n All of a sudden, i felt a sharp constant pain in my stomach.",1
1214,"All of a sudden, i felt a sharp constant pain in my stomach. //n All of a sudden, i felt a sharp pain in my stomach.",0
1215,I ate a turkey sandwich. //n I ate a roast turkey sandwich.,1
1216,I ate a roast turkey sandwich. //n I ate a turkey sandwich.,0
1217,I ate a turkey sandwich. //n I ate a fried turkey sandwich.,1
1218,I ate a fried turkey sandwich. //n I ate a turkey sandwich.,0
1219,You spilled some ketchup on your tie. //n You spilled some ketchup and mayonnaise on your tie.,1
1220,You spilled some ketchup and mayonnaise on your tie. //n You spilled some ketchup on your tie.,0
1221,You spilled some ketchup on your tie. //n You spilled some spicy ketchup on your tie.,1
1222,I bought a few eggs and a little milk. //n I bought a few apples and a little milk.,1
1223,I bought a few eggs and a little milk. //n I bought a few creamers and a little milk.,1
1224,I bought a few eggs and a little milk. //n I bought a few chicken eggs and a little milk.,1
1225,The government has imposed a new tax on wine. //n The government has imposed a new tax on German wine.,1
1226,The government has imposed a new tax on German wine. //n The government has imposed a new tax on wine.,0
1227,The government has imposed a new tax on wine. //n The government has imposed a new tax on famous wine.,1
1228,The government has imposed a new tax on famous wine. //n The government has imposed a new tax on wine.,0
1229,The government has imposed a new tax on wine. //n The government has imposed a new tax on wine produced before 2004.,1
1230,The government has imposed a new tax on wine produced before 2004. //n The government has imposed a new tax on wine.,0
1231,They called president roosevelt a pirate. //n They called president roosevelt a pirate because of political actions.,1
1232,They called president roosevelt a pirate because of political actions. //n They called president roosevelt a pirate.,0
1233,I am smoking a cuban cigar. //n I am smoking a cuban expensive cigar.,1
1234,I am smoking a cuban expensive cigar. //n I am smoking a cuban cigar.,0
1235,I am smoking a cuban cigar. //n I am smoking a cuban black cigar.,1
1236,I am smoking a cuban black cigar. //n I am smoking a cuban cigar.,0
1237,I am smoking a cuban cigar. //n I am smoking a cuban fragrant cigar.,1
1238,I am smoking a cuban fragrant cigar. //n I am smoking a cuban cigar.,0
1239,I am smoking a cuban cigar. //n I am smoking a cuban pig.,1
1240,Madonna's concert drew a large audience. //n Madonna's concert drew a large audience in the us.,1
1241,Madonna's concert drew a large audience in the us. //n Madonna's concert drew a large audience.,0
1242,Madonna's concert drew a large audience. //n Madonna's concert drew a large and loud audience.,1
1243,Madonna's concert drew a large and loud audience. //n Madonna's concert drew a large audience.,0
1244,She took a protein shake. //n She took a nutritious and expensive protein shake.,1
1245,She took a nutritious and expensive protein shake. //n She took a protein shake.,0
1246,A lot of boys are running in the park. //n A lot of school boys are running in the park.,1
1247,A lot of school boys are running in the park. //n A lot of boys are running in the park.,0
1248,There are a lot of factories in Kawasaki. //n There are a lot of factories in China.,1
1249,There are a lot of factories in Kawasaki. //n There are a lot of factories in a chinese city.,1
1250,There are a lot of factories in Kawasaki. //n There are a lot of factories in the town.,1
1251,She has been studying French for a few years. //n She has been studying French for a few days.,1
1252,I bought a gift for Tom. //n I bought a gift and some flowers for Tom.,1
1253,I bought a gift and some flowers for Tom. //n I bought a gift for Tom.,0
1254,He drank orange juice out of a bottle. //n He drank orange juice out of a glass.,1
1255,He drank orange juice out of a bottle. //n He drank orange juice out of a pitcher.,1
1256,He drank orange juice out of a bottle. //n He drank orange juice out of a white bottle.,1
1257,He drank orange juice out of a white bottle. //n He drank orange juice out of a bottle.,0
1258,He lives in a village. //n He lives in a small village.,1
1259,He lives in a small village. //n He lives in a village.,0
1260,Tom put some rice in a bowl. //n Tom put some sugar in a bowl.,1
1261,Tom put some rice in a bowl. //n Tom put some salt in a bowl.,1
1262,Tom put some rice in a bowl. //n Tom put some fruit in a bowl.,1
1263,Tom put some rice in a bowl. //n Tom put some beans in a bowl.,1
1264,Tom put some rice in a bowl. //n Tom put some lentil in a bowl.,1
1265,I see a man and a woman. //n I see a man and a tall woman with daughter.,1
1266,I see a man and a tall woman with daughter. //n I see a man and a woman.,0
1267,I see a man and a woman. //n I see a man and a child in the corner.,1
1268,I see a man and a woman. //n I see a man and a running woman.,1
1269,I see a man and a running woman. //n I see a man and a woman.,0
1270,I see a man and a woman. //n I see a man and an elegant woman.,1
1271,I see a man and an elegant woman. //n I see a man and a woman.,0
1272,Tom is drinking a beer. //n Tom is drinking a beer at carlos's.,1
1273,Tom is drinking a beer at carlos's. //n Tom is drinking a beer.,0
1274,Tom is drinking a beer. //n Tom is drinking a rice beer.,1
1275,Tom is drinking a rice beer. //n Tom is drinking a beer.,0
1276,Tom is drinking a beer. //n Tom is drinking a beer made from wheat.,1
1277,Tom is drinking a beer made from wheat. //n Tom is drinking a beer.,0
1278,Tom is drinking a beer. //n Tom is drinking a light beer.,1
1279,Tom is drinking a light beer. //n Tom is drinking a beer.,0
1280,I ordered a book from London. //n I ordered a black book from London.,1
1281,I ordered a black book from London. //n I ordered a book from London.,0
1282,I gave Tom a sedative. //n I gave Tom a sedative and tea.,1
1283,I gave Tom a sedative and tea. //n I gave Tom a sedative.,0
1284,Tom spread some strawberry jam on his toast. //n Tom spread some strawberry hot jam on his toast.,1
1285,Tom spread some strawberry hot jam on his toast. //n Tom spread some strawberry jam on his toast.,0
1286,Tom spread some strawberry jam on his toast. //n Tom spread some strawberry and pinneapple jam on his toast.,1
1287,Tom spread some strawberry jam on his toast. //n Tom spread some strawberry and peach jam on his toast.,1
1288,A typhoon is approaching Japan. //n A tornado is approaching Japan.,1
1289,A typhoon is approaching Japan. //n A typhoon simoron is approaching Japan.,1
1290,A typhoon simoron is approaching Japan. //n A typhoon is approaching Japan.,0
1291,I ordered a veggie burger. //n I ordered a veggie burger with cheese.,1
1292,I ordered a veggie burger with cheese. //n I ordered a veggie burger.,0
1293,I ordered a veggie burger. //n I ordered a veggie soy burger.,1
1294,I ordered a veggie soy burger. //n I ordered a veggie burger.,0
1295,There was a flower bed in the middle of the garden. //n There was a red flower bed in the middle of the garden.,1
1296,There was a red flower bed in the middle of the garden. //n There was a flower bed in the middle of the garden.,0
1297,Tom wore jeans and a cowboy hat. //n Tom wore boots and a cowboy hat.,1
1298,Tom wore jeans and a cowboy hat. //n Tom wore my jeans and a cowboy hat.,1
1299,Tom wore my jeans and a cowboy hat. //n Tom wore jeans and a cowboy hat.,0
1300,Each person paid one thousand dollars. //n Each person paid one thousand dollars for that.,1
1301,Each person paid one thousand dollars for that. //n Each person paid one thousand dollars.,0
1302,You can't separate language from culture. //n You can't separate language from dialect.,0
1303,You can't separate language from culture. //n You can't separate language from mainstream culture.,0
1304,You can't separate language from mainstream culture. //n You can't separate language from culture.,1
1305,I rarely catch a cold. //n I rarely catch a cold lasting more than one week.,0
1306,I rarely catch a cold lasting more than one week. //n I rarely catch a cold.,1
1307,I don't want to argue about this in front of everybody. //n I don't want to argue about this in front of all these people.,0
1308,Alessia can't speak English. //n Alessia can't speak fluent English.,0
1309,Alessia can't speak fluent English. //n Alessia can't speak English.,1
1310,Alessia can't speak English. //n Alessia can't speak English confidently.,0
1311,Alessia can't speak English confidently. //n Alessia can't speak English.,1
1312,You'll never finish translating sentences on Tatoeba. //n You'll never finish translating French sentences on Tatoeba.,0
1313,You'll never finish translating French sentences on Tatoeba. //n You'll never finish translating sentences on Tatoeba.,1
1314,You'll never finish translating sentences on Tatoeba. //n You'll never finish translating bigger sentences on Tatoeba.,0
1315,You'll never finish translating bigger sentences on Tatoeba. //n You'll never finish translating sentences on Tatoeba.,1
1316,"If students don't come, the lesson doesn't start. //n If first-year students don't come, the lesson doesn't start.",0
1317,"If first-year students don't come, the lesson doesn't start. //n If students don't come, the lesson doesn't start.",1
1318,"If students don't come, the lesson doesn't start. //n If most of the students don't come, the lesson doesn't start.",0
1319,"If students don't come, the lesson doesn't start. //n If us students don't come, the lesson doesn't start.",0
1320,"If us students don't come, the lesson doesn't start. //n If students don't come, the lesson doesn't start.",1
1321,You don't need to say it in such derogatory terms. //n You don't need to say it in such derogatory conditions.,0
1322,Tom has never eaten raw horse meat. //n Tom has never eaten raw American horse meat.,0
1323,Tom has never eaten raw American horse meat. //n Tom has never eaten raw horse meat.,1
1324,Tom has never eaten raw horse meat. //n Tom has never eaten raw adult horse meat.,0
1325,Tom has never eaten raw adult horse meat. //n Tom has never eaten raw horse meat.,1
1326,Tom has never eaten horse meat. //n Tom has never eaten raw horse meat.,0
1327,Tom has never eaten raw horse meat. //n Tom has never eaten horse meat.,1
1328,I don't answer stupid questions. //n I don't answer stupid questions that tend to offend me.,0
1329,I don't answer stupid questions that tend to offend me. //n I don't answer stupid questions.,1
